month,GHG,class,mean,sd,min,max,lower,upper,lower_quantile,upper_quantile,sum_point,sum_lower,sum_upper,sum_lower_q,sum_upper_q,trend,trend_low,trend_high,trend_low_q,trend_high_q
Feb,N2O,Barren,118.45513028308343,26.76466927619609,12.821150071166661,204.27527203225085,65.99734244361339,170.9129181225535,67.46381997735449,169.1399015263,3162.4670563538116,1960.4471672222542,4364.48694548537,1987.1030880165922,4339.6004260676045,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Feb,N2O,Cropland,922.5749178035122,533.9463248808098,-869.5637458350853,2389.8908207438362,-123.94064864039785,1969.0904842474224,-100.45185971803947,1951.9563706919246,3162.4670563538116,1960.4471672222542,4364.48694548537,1987.1030880165922,4339.6004260676045,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Feb,N2O,Forestland,34.83459230480682,20.956106842007948,-24.85584919051841,107.64903279024172,-6.238622361702156,75.9078069713158,-4.937942924042698,73.83279480508513,3162.4670563538116,1960.4471672222542,4364.48694548537,1987.1030880165922,4339.6004260676045,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Feb,N2O,Grassland,2082.031236772742,31.48405561214345,1989.7062092558335,2183.5319559286727,2020.3236216856847,2143.738851859799,2020.7222231830842,2139.8419606116377,3162.4670563538116,1960.4471672222542,4364.48694548537,1987.1030880165922,4339.6004260676045,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Feb,N2O,Wetland,4.571179189666953,0.13556631484394893,4.1855164127000535,4.966421338775035,4.305474095055995,4.836884284277911,4.306847498235682,4.8293984326573005,3162.4670563538116,1960.4471672222542,4364.48694548537,1987.1030880165922,4339.6004260676045,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jan,CH4,Barren,-12.530937945433045,8.91445288961861,-40.698366088416755,16.795822387458276,-30.002944550964532,4.941068660098441,-29.910159550936374,4.898621464692681,-365.09291497252593,-811.7264243974398,81.54059445238788,-822.4193855916966,85.70774963918655,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jan,CH4,Cropland,-41.77758275818773,73.60903197382014,-242.76766134181648,156.69490643647472,-186.04863436373245,102.49346884735701,-188.7875332627227,100.01717376216733,-365.09291497252593,-811.7264243974398,81.54059445238788,-822.4193855916966,85.70774963918655,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jan,CH4,Forestland,-97.5230456547372,0.6666216248373426,-99.71744729414968,-95.45961580999938,-98.82960003073397,-96.21649127874043,-98.84495890147952,-96.2507877547375,-365.09291497252593,-811.7264243974398,81.54059445238788,-822.4193855916966,85.70774963918655,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jan,CH4,Grassland,-225.85657875910806,144.61710320292391,-689.799125428086,247.1612593504251,-509.30089258535094,57.587735067134815,-517.3332668122729,64.30591015816113,-365.09291497252593,-811.7264243974398,81.54059445238788,-822.4193855916966,85.70774963918655,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jan,CH4,Wetland,12.595230144940093,0.07121713087535113,12.366239413474736,12.818659101899053,12.45564713334213,12.734813156538056,12.456532935714948,12.73683200890291,-365.09291497252593,-811.7264243974398,81.54059445238788,-822.4193855916966,85.70774963918655,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jan,CO2,Barren,104727.86736309621,31599.449347787468,7396.424572059186,206971.5086092502,42794.08471013509,166661.65001605733,46436.741964217166,168709.0760001768,8497062.423700001,3687505.280032133,13306619.567367868,3702895.9796379567,13280455.669499965,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jan,CO2,Cropland,4193209.475844983,1236624.124717443,592651.9239389995,8149381.654115816,1769470.7289854274,6616948.222704539,1831336.7115669888,6580796.90845729,8497062.423700001,3687505.280032133,13306619.567367868,3702895.9796379567,13280455.669499965,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jan,CO2,Forestland,113090.16946830685,8536.096598364376,85090.56958144996,137831.98853983358,96359.72756695781,129820.61136965589,96489.72350382412,129758.85113304952,8497062.423700001,3687505.280032133,13306619.567367868,3702895.9796379567,13280455.669499965,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jan,CO2,Grassland,4051792.5973959262,1168615.9268458958,732871.5470350832,7575630.526527504,1761347.4690180765,6342237.725773776,1711105.836536739,6351299.367100572,8497062.423700001,3687505.280032133,13306619.567367868,3702895.9796379567,13280455.669499965,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jan,CO2,Wetland,34242.31362768877,8525.179037957509,8014.1990814413875,61762.6861406664,17533.269751536227,50951.35750384131,17526.9660661875,49891.46680887627,8497062.423700001,3687505.280032133,13306619.567367868,3702895.9796379567,13280455.669499965,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jan,N2O,Barren,118.12359320843765,26.689759222622357,12.785265710750082,203.7035380267504,65.8126263760521,170.43456004082321,67.27499947234583,168.66650583600682,3178.164918130965,1966.7235939840798,4389.606242277851,1993.5875228848427,4364.553353210854,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jan,N2O,Cropland,930.7076531713568,538.6531991704627,-877.2291740771665,2410.958323477835,-125.03321736003033,1986.4485237027438,-101.33736871740406,1969.163368525869,3178.164918130965,1966.7235939840798,4389.606242277851,1993.5875228848427,4364.553353210854,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jan,N2O,Forestland,34.929993354938546,21.0134990624166,-24.923921585165925,107.94384981249156,-6.255707996564176,76.11569470644127,-4.951466404848842,74.03499973106976,3178.164918130965,1966.7235939840798,4389.606242277851,1993.5875228848427,4364.553353210854,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jan,N2O,Grassland,2089.858824862369,31.60242281738945,1997.1866929055832,2191.7411453153327,2027.919214316079,2151.7984354086593,2028.3193143925253,2147.8868934389475,3178.164918130965,1966.7235939840798,4389.606242277851,1993.5875228848427,4364.553353210854,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jan,N2O,Wetland,4.544853533863015,0.1347855814717185,4.161411808641485,4.937819463125076,4.280678648543158,4.809028419182872,4.282044142224557,4.801585678961215,3178.164918130965,1966.7235939840798,4389.606242277851,1993.5875228848427,4364.553353210854,2561.7501044240557,1590.258052958054,3533.2421558900583,1611.8050013082666,3513.1037037263163
Jul,CH4,Barren,-14.78438613754387,10.517545797368005,-48.01718451073369,19.816228023416745,-35.39839710613576,5.829624831048019,-35.288926508322696,5.779544323899406,-430.53728468840006,-956.6754782950427,95.60090891824258,-969.2748305796357,100.5264799659014,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jul,CH4,Cropland,-49.09005022715099,86.49306250392381,-285.2600821300833,184.12173035065007,-218.6133376474134,120.43323719311144,-221.8316350126939,117.5235080493052,-430.53728468840006,-956.6754782950427,95.60090891824258,-969.2748305796357,100.5264799659014,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jul,CH4,Forestland,-115.02549553174273,0.7862601317906895,-117.61372618300811,-112.59174216818246,-116.5665370725322,-113.48445399095327,-116.58465239806452,-113.5249056515854,-430.53728468840006,-956.6754782950427,95.60090891824258,-969.2748305796357,100.5264799659014,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jul,CH4,Grassland,-266.3770668048527,170.5625754744851,-813.5546404076667,291.5039785658755,-600.6735718452381,67.91943823553277,-610.1470186573291,75.8429080094126,-430.53728468840006,-956.6754782950427,95.60090891824258,-969.2748305796357,100.5264799659014,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jul,CH4,Wetland,14.739714012890193,0.08334267257047057,14.4717349561494,15.001184338542467,14.576365376276756,14.90306264950363,14.57740199677449,14.905425234869591,-430.53728468840006,-956.6754782950427,95.60090891824258,-969.2748305796357,100.5264799659014,-306.6658451071369,-681.3067409670842,67.9750507528105,-690.272678266515,71.49157788958773
Jul,CO2,Barren,116247.0519338761,35075.12300120201,8209.969065560028,229736.63377208263,47501.074098207726,184993.02976954446,51544.39301279057,187265.6553915257,9418062.683747832,4087307.5600247183,14748817.807470944,4104233.727219535,14719881.622921567,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
Jul,CO2,Cropland,4642525.063796329,1369132.2903297085,656156.4421818331,9022613.537820837,1959075.0846792646,7325975.042913394,2027570.201936093,7285950.001605246,9418062.683747832,4087307.5600247183,14748817.807470944,4104233.727219535,14719881.622921567,7541609.955626857,3273138.6430334672,11810081.268220246,3286583.726595236,11786985.145326175
